price,rating,os,sim_type,network_type,NFC,chipset,core_type,clock_ghz,ram_gb,storage_gb,battery_mah,screen_size_in,display_type,rear_camera,front_camera,company_name,resx,resy,ppi,performance_score
16990,7.8,Andriod,Dual,5g,False,Snapdragon,Octa Core,2.2,6,6,5000.0,6.59,Punch Hole,64,16,oppo,1080,2412,401.0247511261829,13.200000000000001
27999,8.2,Andriod,Dual,5g,False,Other,Octa Core,2.4,12,12,4700.0,6.44,Water Drop Notch,64,16,iqoo,1080,2404,409.23193495914916,28.799999999999997
13499,7.5,Andriod,Dual,4g,False,Other,Octa Core,1.6,6,6,5050.0,6.5,Water Drop Notch,50,8,nokia,720,1600,269.92876553183146,9.600000000000001
16499,7.8,Andriod,Dual,4g,False,Other,Octa Core,2.0,6,6,5000.0,6.6,Water Drop Notch,50,8,samsung,1080,2408,399.8640724050703,12.0
10999,6.6,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,4230.0,6.52,Water Drop Notch,13,5,oppo,720,1600,269.1007631835743,9.2
13990,7.1,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,4,4,6000.0,6.7,Water Drop Notch,50,5,xiaomi,720,1600,261.871190441329,9.6
9999,7.4,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.6,Water Drop Notch,48,32,tecno,1080,2460,407.0656941316021,8.0
31994,8.3,Andriod,Dual,5g,True,Other,Octa Core,2.85,8,8,5000.0,6.7,Punch Hole,50,16,realme,1080,2412,394.44076267485747,22.8
24820,8.3,Andriod,Dual,5g,False,Dimensity,Octa Core,2.5,6,6,4500.0,6.67,Punch Hole,108,16,xiaomi,2400,1080,394.57353282389164,15.0
22990,8.3,Andriod,Dual,5g,False,Snapdragon,Octa Core,3.2,8,8,4700.0,6.62,Punch Hole,64,16,iqoo,1080,2400,397.5536954585132,25.6
59990,8.8,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,8,8,4700.0,6.78,Punch Hole,50,16,iqoo,1440,3200,517.5625297807978,24.0
8999,6.2,Andriod,Dual,4g,False,Other,Octa Core,1.6,4,4,5000.0,6.5,Water Drop Notch,8,5,realme,720,1600,269.92876553183146,6.4
10499,7.2,Andriod,Dual,4g,False,Helio,Octa Core,2.3,6,6,5000.0,6.53,Water Drop Notch,13,5,xiaomi,720,1600,268.68866400565156,13.799999999999999
9990,7.5,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,4000.0,6.3,Water Drop Notch,48,13,xiaomi,1080,2340,409.08060180789585,8.0
12490,7.6,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,4,4,5000.0,6.5,Punch Hole,48,8,xiaomi,1080,2400,404.89314829774725,8.8
13990,6.9,Andriod,Dual,4g,False,Helio,Octa Core,2.0,4,4,5000.0,6.51,Water Drop Notch,13,8,vivo,720,1600,269.5141284111989,8.0
17990,7.9,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,6,6,5000.0,6.6,Water Drop Notch,48,8,samsung,1080,2408,399.8640724050703,13.200000000000001
24999,8.3,Andriod,Dual,4g,False,Other,Octa Core,2.4,8,8,4000.0,6.44,Water Drop Notch,64,44,vivo,1080,2400,408.66544471045916,19.2
21999,8.5,Andriod,Dual,4g,False,Other,Octa Core,2.3,8,8,4500.0,6.4,Punch Hole,64,32,realme,1080,2400,411.2196037398995,18.4
19999,7.7,Andriod,Dual,4g,False,Other,Octa Core,2.0,8,8,4300.0,6.55,Punch Hole,48,16,oneplus,1080,2400,401.8023609061614,16.0
99999,8.0,Andriod,Dual,5g,True,Other,Octa Core,2.73,12,12,5000.0,6.9,Punch Hole,108,40,samsung,1440,3200,508.56144230634914,32.76
109900,7.7,IOS,Dual,4g,True,Other,Hexa Core,2.65,4,4,3500.0,6.5,Large Notch,12,12,apple,1242,2688,455.54851520353134,10.6
11499,6.9,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.5,Water Drop Notch,13,5,samsung,720,1600,269.92876553183146,9.2
13999,7.5,Andriod,Dual,4g,False,Helio,Octa Core,2.2,4,4,5000.0,6.67,Punch Hole,48,13,xiaomi,1080,2400,394.57353282389164,8.8
28990,8.4,Andriod,Dual,5g,False,Other,Octa Core,2.2,8,8,5000.0,6.7,Water Drop Notch,108,32,vivo,1080,2400,392.8067856619936,17.6
27999,8.5,Andriod,Dual,5g,True,Other,Octa Core,3.2,8,8,4500.0,6.67,Punch Hole,64,20,poco,1080,2400,394.57353282389164,25.6
19990,8.2,Andriod,Dual,5g,True,Other,Octa Core,2.85,6,6,5080.0,6.6,Punch Hole,64,16,xiaomi,1080,2460,407.0656941316021,17.1
22999,8.3,Andriod,Dual,5g,False,Other,Octa Core,2.5,8,8,5000.0,6.4,Punch Hole,48,16,realme,1080,2400,411.2196037398995,20.0
17999,8.2,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,8,8,5000.0,6.44,Water Drop Notch,50,16,vivo,1080,2408,409.7985835207242,19.2
15499,8.1,Andriod,Dual,4g,False,Other,Octa Core,2.05,6,6,5000.0,6.43,Punch Hole,108,16,xiaomi,1080,2400,409.3010052776606,12.299999999999999
17990,8.4,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,8,8,5000.0,6.78,Punch Hole,64,16,other,1080,2460,396.2586403050993,19.2
13999,7.7,Andriod,Dual,4g,False,Helio,Octa Core,2.05,6,6,5000.0,6.6,Punch Hole,50,16,realme,1080,2412,400.4171378669008,12.299999999999999
13499,7.3,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.51,Punch Hole,50,16,oppo,720,1600,269.5141284111989,9.2
14799,7.9,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,6,6,5000.0,6.5,Punch Hole,48,8,poco,1080,2400,404.89314829774725,13.200000000000001
6999,6.2,Andriod,Dual,4g,False,Other,Octa Core,1.8,3,3,5000.0,6.5,Water Drop Notch,13,5,realme,720,1600,269.92876553183146,5.4
11999,6.9,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.52,Water Drop Notch,13,8,oppo,720,1600,269.1007631835743,9.2
23994,8.5,Andriod,Dual,5g,False,Other,Octa Core,2.4,8,8,4000.0,6.44,Water Drop Notch,64,44,vivo,1080,2400,408.66544471045916,19.2
57999,8.9,Andriod,Single,5g,True,Other,Octa Core,2.84,12,12,5000.0,6.7,Punch Hole,108,25,motorola,1080,2340,384.65787931190204,34.08
86000,8.7,Andriod,Dual,4g,True,Other,Octa Core,2.73,8,8,4300.0,6.7,Punch Hole,64,10,samsung,1080,2400,392.8067856619936,21.84
11999,7.1,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.5,Water Drop Notch,48,8,samsung,720,1560,264.3290042451019,9.2
14999,7.7,Andriod,Dual,4g,True,Other,Octa Core,2.3,6,6,5000.0,6.67,Punch Hole,50,16,xiaomi,1080,2400,394.57353282389164,13.799999999999999
26499,8.1,Andriod,Dual,5g,False,Snapdragon,Octa Core,3.2,8,8,5000.0,6.62,Punch Hole,64,16,realme,1080,2400,397.5536954585132,25.6
8990,6.2,Andriod,Dual,4g,False,Other,Octa Core,1.6,4,4,5000.0,6.5,Water Drop Notch,8,5,realme,720,1600,269.92876553183146,6.4
95999,8.2,IOS,Dual,5g,True,Bionic,Hexa Core,3.22,6,6,3279.0,6.1,Small Notch,12,12,apple,1170,2532,457.2543463119592,19.32
47990,8.5,Andriod,Dual,5g,True,Other,Octa Core,3.2,8,8,4700.0,6.78,Punch Hole,50,16,iqoo,1080,2400,388.1718973355984,25.6
17990,8.1,Andriod,Dual,4g,False,Other,Octa Core,2.05,8,8,5000.0,6.8,Punch Hole,64,32,tecno,1080,2460,395.09317371596666,16.4
22999,8.3,Andriod,Dual,5g,True,Other,Octa Core,2.2,8,8,5000.0,6.59,Punch Hole,64,16,oneplus,1080,2412,401.0247511261829,17.6
99990,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,8,8,5000.0,6.8,Punch Hole,108,40,samsung,1440,3080,500.0,24.0
39999,8.6,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,8,8,4700.0,6.67,Punch Hole,64,20,poco,1080,2400,394.57353282389164,24.0
38999,8.8,Andriod,Dual,5g,True,Other,Octa Core,2.84,12,12,5000.0,6.67,Punch Hole,108,16,xiaomi,1080,2400,394.57353282389164,34.08
12490,6.3,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.51,Water Drop Notch,13,8,vivo,720,1600,269.5141284111989,9.2
39990,8.6,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,6,6,4500.0,6.71,Punch Hole,64,10,samsung,1440,3200,522.9618408217301,19.200000000000003
16685,8.0,Andriod,Dual,4g,False,Helio,Octa Core,2.0,8,8,5000.0,6.58,Water Drop Notch,50,16,vivo,1080,2408,401.07946472241093,16.0
69990,8.0,Other,Dual,4g,True,Other,Octa Core,3.13,8,8,4400.0,6.76,Punch Hole,50,13,huawei,1344,2772,455.7154286848961,25.04
6999,6.6,Andriod,Dual,4g,False,Other,Octa Core,1.8,4,4,5000.0,6.52,Water Drop Notch,13,5,other,720,1600,269.1007631835743,7.2
26999,8.4,Andriod,Dual,5g,True,Other,Octa Core,3.0,8,8,4500.0,6.43,Punch Hole,64,16,realme,1080,2400,409.3010052776606,24.0
16499,7.5,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,4,4,5000.0,6.5,Punch Hole,48,16,realme,1080,2400,404.89314829774725,8.8
17990,7.4,Andriod,Dual,5g,False,Other,Octa Core,2.2,6,6,5000.0,6.5,Water Drop Notch,13,8,oppo,720,1600,269.92876553183146,13.200000000000001
8999,6.8,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.53,Water Drop Notch,13,5,xiaomi,720,1600,268.68866400565156,9.2
16990,7.7,Andriod,Dual,5g,False,Other,Octa Core,2.0,8,8,6000.0,6.58,Water Drop Notch,50,8,vivo,1080,2408,401.07946472241093,16.0
22990,8.4,Andriod,Dual,5g,True,Other,Octa Core,2.2,8,8,4800.0,6.58,Punch Hole,50,32,oppo,1080,2400,399.97043524853456,17.6
19990,8.4,Andriod,Dual,4g,False,Helio,Octa Core,2.2,8,8,4500.0,6.44,Punch Hole,64,32,vivo,1080,2400,408.66544471045916,17.6
10850,7.4,Andriod,Dual,4g,False,Other,Octa Core,2.0,6,6,5000.0,6.6,Water Drop Notch,50,8,infinix,720,1612,267.49801540590414,12.0
13499,7.5,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,4,4,5000.0,6.6,Punch Hole,48,16,realme,1080,2400,398.7584036265693,9.6
6699,6.1,Andriod,Dual,4g,False,Other,Octa Core,1.6,3,3,5000.0,6.6,Water Drop Notch,8,5,other,1612,720,267.49801540590414,4.800000000000001
17999,8.0,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,8,8,5000.0,6.59,Punch Hole,50,16,oppo,1080,2412,401.0247511261829,19.2
13990,6.9,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,4,4,5000.0,6.58,Punch Hole,50,5,xiaomi,1080,2408,401.07946472241093,8.8
94990,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,12,12,4600.0,6.76,Punch Hole,50,13,honor,1344,2772,455.7154286848961,36.0
8968,7.2,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.6,Water Drop Notch,50,8,tecno,1080,2408,399.8640724050703,9.2
7320,6.0,Andriod,Dual,4g,False,Helio,Quad Core,2.0,2,2,5000.0,6.6,Water Drop Notch,8,5,infinix,720,1600,265.83893575104617,4.0
8999,6.9,Andriod,Dual,4g,False,Other,Octa Core,1.8,4,4,5000.0,6.5,Water Drop Notch,50,8,realme,1600,720,269.92876553183146,7.2
13999,7.5,Andriod,Dual,4g,False,Helio,Octa Core,2.3,6,6,5000.0,6.5,Water Drop Notch,48,8,samsung,720,1560,264.3290042451019,13.799999999999999
14746,7.9,Andriod,Dual,4g,True,Other,Octa Core,2.0,6,6,5000.0,6.8,Punch Hole,64,16,tecno,1080,2460,395.09317371596666,12.0
16999,8.3,Andriod,Dual,5g,True,Other,Octa Core,2.6,6,6,5000.0,6.6,Punch Hole,64,16,xiaomi,1080,2400,398.7584036265693,15.600000000000001
25990,8.3,Andriod,Dual,5g,False,Snapdragon,Octa Core,3.2,8,8,4520.0,6.67,Punch Hole,48,20,xiaomi,1080,2400,394.57353282389164,25.6
16499,7.8,Andriod,Dual,4g,False,Other,Octa Core,2.2,6,6,5000.0,6.43,Punch Hole,48,13,xiaomi,1080,2400,409.3010052776606,13.200000000000001
19999,8.1,Andriod,Dual,4g,False,Other,Octa Core,2.3,6,6,5020.0,6.67,Punch Hole,108,16,xiaomi,1080,2400,394.57353282389164,13.799999999999999
23500,8.0,Andriod,Dual,5g,True,Other,Octa Core,2.84,6,6,5000.0,6.67,Punch Hole,64,20,xiaomi,2400,1080,394.57353282389164,17.04
54999,8.5,Andriod,Dual,5g,True,Other,Octa Core,2.4,6,6,4300.0,6.8,Water Drop Notch,48,16,other,1080,2460,395.09317371596666,14.399999999999999
39999,8.3,Andriod,Dual,4g,True,Other,Octa Core,2.7,6,6,4500.0,6.7,Punch Hole,12,32,samsung,1080,2400,392.8067856619936,16.200000000000003
92999,8.9,Andriod,Dual,5g,True,Other,Octa Core,2.7,12,12,4300.0,6.8,Punch Hole,12,10,samsung,1440,3040,494.6775539206738,32.400000000000006
32990,8.4,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,5000.0,6.78,Punch Hole,50,16,iqoo,1080,2400,388.1718973355984,25.6
14499,7.2,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.5,Water Drop Notch,50,5,samsung,720,1600,269.92876553183146,8.0
13999,7.0,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,4,4,5000.0,6.51,Water Drop Notch,13,5,vivo,720,1600,269.5141284111989,8.8
5785,8.0,Andriod,Dual,4g,False,Other,Octa Core,1.6,2,2,5000.0,6.6,Water Drop Notch,8,5,other,1612,720,267.49801540590414,3.2
12990,7.3,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,4,4,5000.0,6.58,Water Drop Notch,13,5,xiaomi,1080,2400,399.97043524853456,8.8
19990,8.4,Andriod,Dual,5g,False,Dimensity,Octa Core,2.5,8,8,5100.0,6.73,Punch Hole,108,32,poco,1080,2400,391.0557895892061,20.0
23990,7.9,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,12,12,5000.0,6.56,Water Drop Notch,48,8,oppo,1080,2400,401.18985730721914,28.799999999999997
17999,7.7,Andriod,Dual,4g,False,Other,Octa Core,1.8,6,6,4000.0,6.4,Water Drop Notch,48,16,samsung,1080,2408,412.35982466772873,10.8
16999,8.0,Andriod,Dual,4g,False,Other,Octa Core,2.2,6,6,5000.0,6.91,Punch Hole,108,16,infinix,1080,2460,388.80370206491654,13.200000000000001
9999,6.8,Andriod,Dual,5g,False,Other,Octa Core,2.2,4,4,5000.0,6.5,Water Drop Notch,13,5,honor,720,1600,269.92876553183146,8.8
8299,6.3,Andriod,Dual,4g,False,Other,Octa Core,2.0,3,3,5000.0,6.82,Water Drop Notch,8,5,infinix,720,1600,257.2634862106898,6.0
49990,8.4,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,8,8,5000.0,6.67,Punch Hole,64,16,other,1080,2400,394.57353282389164,24.0
11999,7.1,Andriod,Dual,4g,False,Other,Octa Core,1.6,4,4,5050.0,6.5,Water Drop Notch,50,8,nokia,720,1600,269.92876553183146,6.4
29990,8.2,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.4,6,6,4300.0,6.55,Punch Hole,108,32,xiaomi,1080,2400,401.8023609061614,14.399999999999999
139900,8.4,IOS,Dual,5g,True,Bionic,Hexa Core,3.22,6,6,4352.0,6.7,Small Notch,12,12,apple,1284,2778,456.7734819486999,19.32
14990,7.4,Andriod,Dual,4g,False,Helio,Octa Core,2.0,4,4,5000.0,6.51,Water Drop Notch,50,8,vivo,720,1600,269.5141284111989,8.0
15988,7.9,Andriod,Dual,4g,False,Other,Octa Core,2.0,6,6,5000.0,6.43,Punch Hole,48,16,oppo,1080,2400,409.3010052776606,12.0
11725,7.6,Andriod,Dual,4g,False,Other,Octa Core,2.3,4,4,6000.0,6.4,Water Drop Notch,48,20,samsung,1080,2340,402.68871740464743,9.2
17994,8.0,Andriod,Dual,4g,False,Other,Octa Core,2.2,8,8,4310.0,6.43,Punch Hole,48,16,oppo,1080,2400,409.3010052776606,17.6
25595,8.1,Andriod,Dual,5g,True,Other,Octa Core,2.0,6,6,4300.0,6.49,Punch Hole,64,16,oneplus,1080,2400,405.5170206371891,12.0
7499,6.7,Andriod,Dual,4g,False,Other,Octa Core,1.99,6,6,4000.0,6.2,Water Drop Notch,16,13,other,720,1520,271.27478763391787,11.94
10890,7.4,Andriod,Dual,4g,False,Helio,Octa Core,2.0,6,6,5000.0,6.53,Water Drop Notch,13,8,poco,1080,2340,394.6719435512624,12.0
18990,8.3,Andriod,Dual,4g,False,Other,Octa Core,2.2,8,8,4015.0,6.43,Dual Punch Hole,48,16,oppo,1080,2400,409.3010052776606,17.6
19990,8.2,Andriod,Dual,5g,True,Other,Octa Core,2.2,6,6,5000.0,6.67,Punch Hole,48,16,motorola,1080,2400,394.57353282389164,13.200000000000001
15990,8.0,Andriod,Dual,4g,True,Other,Octa Core,2.3,4,4,4000.0,6.4,Water Drop Notch,48,32,samsung,1080,2340,402.68871740464743,9.2
58999,8.9,Andriod,Dual,4g,True,Other,Octa Core,2.73,12,12,4300.0,6.8,Punch Hole,12,10,samsung,1440,3040,494.6775539206738,32.76
12500,7.1,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.35,Water Drop Notch,13,16,vivo,720,1544,268.287302636844,8.0
29999,8.2,Andriod,Dual,4g,False,Other,Octa Core,2.0,8,8,4500.0,6.38,Water Drop Notch,48,32,vivo,1080,2340,403.9510644811511,16.0
31990,8.6,Andriod,Dual,5g,False,Other,Octa Core,2.7,8,8,4700.0,6.67,Water Drop Notch,64,32,vivo,1080,2408,395.66759788207855,21.6
29999,8.6,Andriod,Dual,5g,True,Other,Octa Core,2.4,8,8,4000.0,6.44,Water Drop Notch,64,44,vivo,1080,2400,408.66544471045916,19.2
31990,8.4,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.2,8,8,4020.0,6.28,Punch Hole,64,32,motorola,1080,2400,419.0773031744199,17.6
48990,8.7,Andriod,Dual,5g,True,Other,Octa Core,2.85,8,8,5000.0,6.67,Punch Hole,108,20,xiaomi,1220,2712,445.8434858692056,22.8
99990,8.5,Other,Dual,5g,True,Other,Octa Core,3.13,8,8,4500.0,6.76,Small Notch,64,13,huawei,1440,3200,519.0937798689067,25.04
9499,6.5,Andriod,Dual,4g,False,Other,Octa Core,1.82,4,4,5000.0,6.52,Water Drop Notch,13,5,realme,720,1600,269.1007631835743,7.28
24999,8.0,Andriod,Dual,5g,False,Other,Octa Core,2.36,6,6,5000.0,6.62,Water Drop Notch,50,16,iqoo,1080,2412,399.20741841715187,14.16
15999,7.9,Andriod,Dual,4g,False,Helio,Octa Core,2.05,8,8,5000.0,6.95,Punch Hole,50,16,infinix,1080,2460,386.5659829163415,16.4
8999,6.4,Andriod,Dual,4g,False,Other,Octa Core,1.8,4,4,5000.0,6.52,Water Drop Notch,16,8,tecno,720,1600,269.1007631835743,7.2
17990,7.3,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,6,6,5000.0,6.5,Water Drop Notch,13,8,oppo,720,1600,269.92876553183146,13.200000000000001
82990,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,12,12,4500.0,6.78,Punch Hole,50,32,vivo,1440,3200,517.5625297807978,38.400000000000006
12999,7.7,Andriod,Dual,4g,False,Other,Octa Core,2.0,6,6,6000.0,6.5,Punch Hole,50,8,xiaomi,1080,2400,404.89314829774725,12.0
29990,8.3,Other,Dual,4g,True,Other,Octa Core,2.4,8,8,4300.0,6.57,Punch Hole,50,32,huawei,1080,2340,392.2690702267494,19.2
6999,8.0,Andriod,Dual,4g,False,Other,Quad Core,1.3,1,1,4000.0,6.1,Water Drop Notch,5,5,tecno,720,1520,275.7219153000477,1.3
60999,8.0,Other,Dual,4g,True,Other,Octa Core,2.84,8,8,4360.0,6.6,Punch Hole,50,13,huawei,1288,2700,453.2543279073665,22.72
27990,8.3,Andriod,Dual,5g,True,Other,Octa Core,2.85,8,8,5500.0,6.67,Punch Hole,48,20,xiaomi,1440,3200,526.0980437651888,22.8
14999,8.0,Andriod,Dual,5g,False,Other,Octa Core,2.2,6,6,5000.0,6.5,Punch Hole,48,16,realme,1080,2400,404.89314829774725,13.200000000000001
44990,8.7,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,4500.0,6.55,Punch Hole,50,32,oppo,1080,2400,401.8023609061614,25.6
22490,8.7,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,6,6,5000.0,6.7,Punch Hole,64,16,motorola,1080,2520,409.2057191210458,19.200000000000003
50990,8.0,Andriod,Dual,5g,True,Other,Octa Core,2.84,12,12,4500.0,6.7,Punch Hole,50,32,oppo,1440,3216,525.9210168998101,34.08
11499,7.5,Andriod,Dual,4g,False,Other,Octa Core,2.0,6,6,6000.0,6.53,Water Drop Notch,48,8,poco,1080,2340,394.6719435512624,12.0
5990,8.0,Andriod,Dual,4g,False,Other,Quad Core,1.3,1,1,4000.0,6.5,Water Drop Notch,8,8,other,1600,720,269.92876553183146,1.3
27000,8.4,Andriod,Dual,5g,False,Other,Octa Core,2.4,8,8,4000.0,6.44,Small Notch,64,44,vivo,1080,2400,408.66544471045916,19.2
29999,8.6,Andriod,Dual,5g,True,Other,Octa Core,2.84,8,8,5000.0,6.67,Punch Hole,108,20,xiaomi,1080,2400,394.57353282389164,22.72
27990,8.4,Andriod,Dual,4g,False,Other,Octa Core,2.3,8,8,4500.0,6.44,Dual Punch Hole,48,32,vivo,1080,2400,408.66544471045916,18.4
74999,8.9,Andriod,Dual,5g,True,Other,Octa Core,2.73,8,8,4000.0,6.2,Punch Hole,64,10,samsung,1440,3200,565.9796696635176,21.84
9990,7.2,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.53,Water Drop Notch,16,16,vivo,1080,2340,394.6719435512624,8.0
19990,8.2,Andriod,Dual,4g,False,Other,Octa Core,2.2,8,8,4000.0,6.4,Water Drop Notch,64,32,oppo,1080,2340,402.68871740464743,17.6
13279,7.5,Andriod,Dual,4g,False,Other,Octa Core,2.3,4,4,4000.0,6.4,Water Drop Notch,64,16,realme,1080,2340,402.68871740464743,9.2
11000,6.8,Andriod,Dual,4g,False,Other,Octa Core,2.0,3,3,5000.0,6.35,Water Drop Notch,13,8,vivo,720,1544,268.287302636844,6.0
12999,7.8,Andriod,Dual,4g,False,Other,Octa Core,2.8,6,6,4000.0,6.18,Large Notch,12,20,xiaomi,1080,2246,403.26390633779283,16.799999999999997
7299,6.1,Andriod,Dual,4g,False,Helio,Quad Core,2.0,3,3,5000.0,6.52,Water Drop Notch,8,5,poco,720,1600,269.1007631835743,6.0
7999,6.1,Andriod,Dual,4g,False,Other,Quad Core,1.6,4,4,5000.0,6.5,Water Drop Notch,20,13,other,720,1600,269.92876553183146,6.4
54990,8.6,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,5000.0,6.73,Punch Hole,50,20,xiaomi,1440,3200,521.4077194522747,25.6
54990,8.0,Andriod,Dual,5g,True,Other,Octa Core,3.0,12,12,4500.0,6.78,Punch Hole,200,50,honor,1200,2652,429.330334341274,36.0
15499,7.1,Andriod,Dual,4g,False,Dimensity,Octa Core,2.4,4,4,6000.0,6.8,Punch Hole,50,8,tecno,1080,2400,387.03021528461136,9.6
18990,8.0,Andriod,Dual,5g,False,Other,Octa Core,3.0,8,8,6000.0,6.58,Water Drop Notch,50,16,vivo,1080,2408,401.07946472241093,24.0
16999,7.6,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.2,4,4,5000.0,6.6,Punch Hole,50,16,motorola,2460,1080,407.0656941316021,8.8
82990,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,12,12,5000.0,7.0,Punch Hole,50,16,vivo,1440,3080,485.7142857142857,36.0
46999,8.9,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,12,12,5000.0,6.7,Punch Hole,50,32,realme,1440,3216,525.9210168998101,36.0
8499,6.6,Andriod,Dual,4g,False,Helio,Octa Core,2.3,3,3,5000.0,6.51,Water Drop Notch,13,8,vivo,720,1600,269.5141284111989,6.8999999999999995
16999,7.6,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,6,6,4000.0,6.7,Punch Hole,64,16,honor,1080,2388,391.1741838969842,14.399999999999999
11499,6.9,Andriod,Dual,4g,False,Other,Octa Core,1.6,4,4,5000.0,6.5,Water Drop Notch,48,5,samsung,720,1560,264.3290042451019,6.4
88999,8.8,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,8,8,4500.0,6.6,Punch Hole,50,10,samsung,1080,2340,390.48602899844605,24.0
15990,8.1,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,8,8,5000.0,6.58,Water Drop Notch,50,16,vivo,1080,2408,401.07946472241093,19.2
24990,8.3,Andriod,Dual,5g,False,Dimensity,Octa Core,2.5,8,8,5160.0,6.67,Punch Hole,108,16,xiaomi,2400,1080,394.57353282389164,20.0
79990,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,8,8,5000.0,6.7,Punch Hole,50,32,oppo,1440,3216,525.9210168998101,24.0
6249,6.1,Andriod,Dual,4g,False,Other,Octa Core,2.2,2,2,5000.0,6.51,Water Drop Notch,13,8,tecno,720,1600,269.5141284111989,4.4
12499,6.9,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,3,3,5000.0,6.51,Water Drop Notch,13,8,vivo,720,1600,269.5141284111989,7.199999999999999
6499,6.1,Andriod,Dual,4g,False,Other,Octa Core,2.0,2,2,5000.0,6.53,Water Drop Notch,13,5,xiaomi,720,1600,268.68866400565156,4.0
11990,6.8,Andriod,Dual,4g,False,Other,Octa Core,2.0,3,3,5000.0,6.51,Water Drop Notch,13,8,vivo,720,1600,269.5141284111989,6.0
26990,8.2,Andriod,Dual,4g,False,Helio,Octa Core,2.05,8,8,4050.0,6.44,Water Drop Notch,64,50,vivo,1080,2400,408.66544471045916,16.4
13499,7.6,Andriod,Dual,4g,False,Helio,Octa Core,2.0,6,6,6000.0,6.4,Water Drop Notch,48,13,samsung,720,1600,274.14640249326635,12.0
75999,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,12,12,4800.0,6.73,Punch Hole,50,20,xiaomi,1440,3200,521.4077194522747,38.400000000000006
5999,6.0,Andriod,Dual,4g,False,Other,Octa Core,1.8,3,3,5000.0,6.52,Water Drop Notch,8,5,other,720,1600,269.1007631835743,5.4
8499,6.7,Andriod,Dual,4g,False,Helio,Octa Core,2.3,3,3,5000.0,6.5,Water Drop Notch,13,5,samsung,720,1600,269.92876553183146,6.8999999999999995
11990,7.1,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.51,Punch Hole,13,16,oppo,1600,720,269.5141284111989,9.2
10990,7.7,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,4,4,5000.0,6.43,Punch Hole,48,13,xiaomi,1080,2340,400.80992090042673,8.8
16999,8.0,Andriod,Dual,5g,True,Dimensity,Octa Core,2.2,6,6,5000.0,6.5,Punch Hole,48,16,realme,1080,2400,404.89314829774725,13.200000000000001
